 1.0000E+0000  0.0000E+0000  0.0000E+0000  0.0000E+0000
 2.0000E+0000  5.0000E-0001 -1.1787E-0003  8.2266E-0004
 3.0000E+0000  1.0000E+0000  5.4881E-0002  3.3438E-0003
 4.0000E+0000  5.0000E-0001  1.5973E-0001 -1.0752E-0003
 5.0000E+0000  0.0000E+0000  2.0835E-0001  4.0964E-0004
 6.0000E+0000  0.0000E+0000  2.0951E-0001 -7.8070E-0004
 7.0000E+0000  0.0000E+0000  2.0866E-0001 -2.2450E-0003
 8.0000E+0000 -3.3333E-0001  2.0339E-0001  1.5958E-0003
 9.0000E+0000 -6.6667E-0001  1.6407E-0001  3.8625E-0003
 1.0000E+0001 -1.0000E+0000  8.6763E-0002  2.7923E-0003
 1.1000E+0001 -1.0000E+0000 -2.2850E-0002 -2.0445E-0004
 1.2000E+0001 -1.0000E+0000 -1.3996E-0001 -3.3338E-0003
 1.3000E+0001 -1.0000E+0000 -2.5869E-0001 -4.5017E-0003
 1.4000E+0001 -5.0000E-0001 -3.7090E-0001 -2.9494E-0003
 1.5000E+0001  0.0000E+0000 -4.3396E-0001  1.1710E-0003
 1.6000E+0001  0.0000E+0000 -4.3556E-0001  3.7127E-0003
 1.7000E+0001  0.0000E+0000 -4.2737E-0001 -2.0208E-0003
 1.8000E+0001  0.0000E+0000 -4.1859E-0001 -2.9713E-0003
 1.9000E+0001  0.0000E+0000 -4.0418E-0001 -2.8720E-0003
 2.0000E+0001  0.0000E+0000 -3.8899E-0001  1.4151E-0003
 2.1000E+0001  1.0000E+0000 -3.7338E-0001 -2.6294E-0003
 2.2000E+0001  1.0000E+0000 -2.4887E-0001 -9.5003E-0004
 2.3000E+0001  1.0000E+0000 -1.2893E-0001  2.8501E-0003
 2.4000E+0001  1.0000E+0000  6.7939E-0003 -1.1872E-0003
 2.5000E+0001  1.0000E+0000  1.3225E-0001  7.3363E-0004
 2.6000E+0001  1.0000E+0000  2.5714E-0001  2.1460E-0003
 2.7000E+0001  1.0000E+0000  3.7552E-0001  7.7353E-0004
 2.8000E+0001  5.0000E-0001  4.8832E-0001 -1.9583E-0003
 2.9000E+0001  0.0000E+0000  5.4387E-0001 -2.1461E-0003
 3.0000E+0001  0.0000E+0000  5.5102E-0001  3.2503E-0003
 3.1000E+0001  0.0000E+0000  5.4086E-0001  2.4677E-0003
 3.2000E+0001  0.0000E+0000  5.2734E-0001  2.6799E-0003
 3.3000E+0001  0.0000E+0000  5.1109E-0001  3.4809E-0003
 3.4000E+0001  0.0000E+0000  4.8870E-0001 -1.4321E-0003
 3.5000E+0001  0.0000E+0000  4.6800E-0001 -3.2336E-0004
 3.6000E+0001  0.0000E+0000  4.4480E-0001  4.5243E-0003
 3.7000E+0001  0.0000E+0000  4.1846E-0001 -1.4624E-0003
 3.8000E+0001  0.0000E+0000  3.9528E-0001  3.3196E-0003
 3.9000E+0001  0.0000E+0000  3.6747E-0001 -3.9549E-0003
 4.0000E+0001  0.0000E+0000  3.4182E-0001 -5.2341E-0003
 4.1000E+0001  0.0000E+0000  3.2111E-0001 -5.7101E-0003
 4.2000E+0001  0.0000E+0000  2.9851E-0001 -1.8535E-0003
 4.3000E+0001  0.0000E+0000  2.7745E-0001 -4.8489E-0003
 4.4000E+0001  0.0000E+0000  2.5952E-0001 -3.1883E-0004
 4.5000E+0001  0.0000E+0000  2.3960E-0001 -4.8176E-0003
 4.6000E+0001  0.0000E+0000  2.1928E-0001 -5.0974E-0003
 4.7000E+0001  0.0000E+0000  2.0164E-0001  2.2230E-0003
 4.8000E+0001  0.0000E+0000  1.8607E-0001 -6.0648E-0004
 4.9000E+0001  0.0000E+0000  1.6485E-0001  4.8575E-0003
 5.0000E+0001  0.0000E+0000  1.5054E-0001 -2.6560E-0003
 5.1000E+0001  0.0000E+0000  1.3448E-0001 -4.6213E-0003
 5.2000E+0001  0.0000E+0000  1.2507E-0001 -3.0876E-0003
 5.3000E+0001  0.0000E+0000  1.1681E-0001  1.4521E-0003
 5.4000E+0001  0.0000E+0000  1.0915E-0001  9.0275E-0003
 5.5000E+0001  0.0000E+0000  9.6106E-0002  1.1646E-0002
 5.6000E+0001  0.0000E+0000  8.5841E-0002  8.8029E-0003
 5.7000E+0001  0.0000E+0000  8.1289E-0002  2.7282E-0003
 5.8000E+0001  0.0000E+0000  7.3837E-0002 -1.6595E-0003
 5.9000E+0001  0.0000E+0000  6.5524E-0002 -4.2683E-0003
 6.0000E+0001  0.0000E+0000  5.8728E-0002 -1.8708E-0003
 6.1000E+0001  0.0000E+0000  5.3593E-0002 -1.4910E-0003
 6.2000E+0001  0.0000E+0000  5.0528E-0002 -4.5897E-0003
 6.3000E+0001  0.0000E+0000  4.3978E-0002 -3.1354E-0003
 6.4000E+0001  0.0000E+0000  3.7426E-0002 -7.7706E-0003
 6.5000E+0001  0.0000E+0000  3.4271E-0002 -4.1541E-0003
 6.6000E+0001  0.0000E+0000  3.1607E-0002  8.4848E-0005
 6.7000E+0001  0.0000E+0000  2.8404E-0002  3.4418E-0003
 6.8000E+0001  0.0000E+0000  2.7483E-0002  3.3481E-0003
 6.9000E+0001  0.0000E+0000  3.1390E-0002  1.1980E-0005
 7.0000E+0001  0.0000E+0000  3.0075E-0002  3.4577E-0003
 7.1000E+0001  0.0000E+0000  2.2036E-0002  1.5912E-0003
 7.2000E+0001  0.0000E+0000  1.8195E-0002  1.3833E-0003
 7.3000E+0001  0.0000E+0000  1.1187E-0002 -3.7242E-0003
 7.4000E+0001  0.0000E+0000  8.3301E-0003 -6.2996E-0003
 7.5000E+0001  0.0000E+0000  1.1565E-0002 -2.4821E-0003
 7.6000E+0001  0.0000E+0000  1.4871E-0002  1.1989E-0003
 7.7000E+0001  0.0000E+0000  1.8975E-0002 -5.8033E-0004
 7.8000E+0001  0.0000E+0000  1.3333E-0002 -2.9053E-0003
 7.9000E+0001  0.0000E+0000  1.3535E-0002 -1.2503E-0003
 8.0000E+0001  0.0000E+0000  9.6799E-0003  7.4630E-0004
 8.1000E+0001  0.0000E+0000  1.1946E-0002 -4.1024E-0003
 8.2000E+0001  0.0000E+0000  1.2897E-0002  3.5188E-0004
 8.3000E+0001  0.0000E+0000  9.3619E-0003  1.7885E-0003
